"Video","Data","Commenti.aggiunti","Iscritti.conquistati","Iscritti.persi","N..di.Mi.piace","N..di.Non.mi.piace","Tempo.di.visualizzazione..ore.","Visualizzazioni"
" -UWJsbJL8Do","2020-04-01",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-02",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-07",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-09",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-13",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-15",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-16",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-17",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-19",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-21",NA,0,NA,6,0,1.5123,16
" -UWJsbJL8Do","2020-04-22",NA,0,NA,0,0,0.2377,3
" -UWJsbJL8Do","2020-04-23",NA,0,NA,0,0,0.027,3
" -UWJsbJL8Do","2020-04-24",NA,0,NA,2,0,0.3362,3
" -UWJsbJL8Do","2020-04-25",NA,0,NA,1,0,0.5315,5
" -UWJsbJL8Do","2020-04-26",NA,0,NA,0,0,0.1787,2
" -UWJsbJL8Do","2020-04-27",NA,0,NA,0,0,0.0346,2
" -UWJsbJL8Do","2020-04-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-04-29",NA,0,NA,0,0,0.0022,1
" -UWJsbJL8Do","2020-04-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-01",NA,0,NA,0,0,0.1584,1
" -UWJsbJL8Do","2020-05-02",NA,0,NA,0,0,0.3832,6
" -UWJsbJL8Do","2020-05-03",NA,0,NA,0,0,0.0608,1
" -UWJsbJL8Do","2020-05-04",NA,0,NA,0,0,0.0498,2
" -UWJsbJL8Do","2020-05-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-07",NA,0,NA,1,0,0.1712,2
" -UWJsbJL8Do","2020-05-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-09",NA,0,NA,1,0,0.1084,4
" -UWJsbJL8Do","2020-05-10",NA,0,NA,0,0,0.174,1
" -UWJsbJL8Do","2020-05-11",NA,0,NA,0,0,0.1217,1
" -UWJsbJL8Do","2020-05-12",NA,0,NA,0,0,0.0194,1
" -UWJsbJL8Do","2020-05-13",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-15",NA,0,NA,0,0,0.2269,3
" -UWJsbJL8Do","2020-05-16",NA,0,NA,0,0,0.1618,1
" -UWJsbJL8Do","2020-05-17",NA,0,NA,0,0,0.0202,3
" -UWJsbJL8Do","2020-05-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-19",NA,0,NA,0,1,0,0
" -UWJsbJL8Do","2020-05-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-22",NA,0,NA,0,0,0.0168,1
" -UWJsbJL8Do","2020-05-23",NA,0,NA,1,0,0.3241,2
" -UWJsbJL8Do","2020-05-24",NA,0,NA,0,0,0.1639,2
" -UWJsbJL8Do","2020-05-25",NA,0,NA,0,0,7e-04,1
" -UWJsbJL8Do","2020-05-26",NA,0,NA,0,0,0.1868,2
" -UWJsbJL8Do","2020-05-27",NA,0,NA,1,0,0.2779,5
" -UWJsbJL8Do","2020-05-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-29",NA,0,NA,0,0,0.324,2
" -UWJsbJL8Do","2020-05-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-05-31",NA,0,NA,0,0,0.0533,1
" -UWJsbJL8Do","2020-06-01",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-02",NA,0,NA,0,0,0.1062,2
" -UWJsbJL8Do","2020-06-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-04",NA,0,NA,0,0,0.2826,3
" -UWJsbJL8Do","2020-06-05",NA,0,NA,0,0,0.1955,3
" -UWJsbJL8Do","2020-06-06",NA,0,NA,0,0,0.1631,1
" -UWJsbJL8Do","2020-06-07",NA,0,NA,0,0,0.0582,1
" -UWJsbJL8Do","2020-06-08",NA,0,NA,0,0,0.01,1
" -UWJsbJL8Do","2020-06-09",NA,0,NA,0,0,0.1568,2
" -UWJsbJL8Do","2020-06-10",NA,0,NA,0,0,0.0035,1
" -UWJsbJL8Do","2020-06-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-13",NA,0,NA,0,0,0.1618,2
" -UWJsbJL8Do","2020-06-14",NA,0,NA,0,0,0.0106,2
" -UWJsbJL8Do","2020-06-15",NA,0,NA,0,0,0.1631,1
" -UWJsbJL8Do","2020-06-16",NA,0,NA,0,0,0.1192,1
" -UWJsbJL8Do","2020-06-17",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-18",NA,0,NA,0,0,0.1601,1
" -UWJsbJL8Do","2020-06-19",NA,0,NA,0,0,0.1142,1
" -UWJsbJL8Do","2020-06-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-22",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-23",NA,0,NA,0,0,0.0081,1
" -UWJsbJL8Do","2020-06-24",NA,0,NA,0,0,0.0054,1
" -UWJsbJL8Do","2020-06-25",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-26",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-27",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-06-28",NA,0,NA,0,0,0.0218,1
" -UWJsbJL8Do","2020-06-29",NA,0,NA,0,0,0.0027,1
" -UWJsbJL8Do","2020-06-30",NA,0,NA,0,0,0.1631,1
" -UWJsbJL8Do","2020-07-01",NA,0,NA,0,0,0.1352,2
" -UWJsbJL8Do","2020-07-02",NA,0,NA,0,0,0.0011,1
" -UWJsbJL8Do","2020-07-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-04",NA,0,NA,0,0,0.158,1
" -UWJsbJL8Do","2020-07-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-07",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-09",NA,0,NA,0,0,0.0079,1
" -UWJsbJL8Do","2020-07-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-13",NA,0,NA,1,0,0.1223,2
" -UWJsbJL8Do","2020-07-14",NA,0,NA,0,0,0.1631,1
" -UWJsbJL8Do","2020-07-15",NA,0,NA,0,0,0.0382,1
" -UWJsbJL8Do","2020-07-16",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-17",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-19",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-20",NA,0,NA,0,0,0.163,1
" -UWJsbJL8Do","2020-07-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-22",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-23",NA,0,NA,0,0,0.3985,4
" -UWJsbJL8Do","2020-07-24",NA,0,NA,0,0,0.1597,1
" -UWJsbJL8Do","2020-07-25",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-26",NA,0,NA,0,0,0.0035,1
" -UWJsbJL8Do","2020-07-27",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-29",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-07-31",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-01",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-02",NA,0,NA,1,0,0.1631,1
" -UWJsbJL8Do","2020-08-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-07",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-09",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-12",NA,0,NA,0,0,0.1444,1
" -UWJsbJL8Do","2020-08-13",NA,0,NA,0,0,9e-04,1
" -UWJsbJL8Do","2020-08-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-15",NA,0,NA,0,0,0.1618,1
" -UWJsbJL8Do","2020-08-16",NA,0,NA,0,0,0.1768,1
" -UWJsbJL8Do","2020-08-17",NA,0,NA,0,0,0.1705,1
" -UWJsbJL8Do","2020-08-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-19",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-22",NA,0,NA,0,0,0.0291,1
" -UWJsbJL8Do","2020-08-23",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-24",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-25",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-26",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-27",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-29",NA,0,NA,0,0,0.1518,1
" -UWJsbJL8Do","2020-08-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-08-31",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-01",NA,0,NA,1,0,0.0862,1
" -UWJsbJL8Do","2020-09-02",NA,0,NA,0,0,0.1428,1
" -UWJsbJL8Do","2020-09-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-05",NA,0,NA,1,0,0.0459,1
" -UWJsbJL8Do","2020-09-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-07",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-09",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-13",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-15",NA,0,NA,0,0,0.0995,1
" -UWJsbJL8Do","2020-09-16",NA,0,NA,1,0,0.3422,2
" -UWJsbJL8Do","2020-09-17",NA,0,NA,-1,0,0.1612,1
" -UWJsbJL8Do","2020-09-18",NA,0,NA,0,0,0.1557,1
" -UWJsbJL8Do","2020-09-19",NA,0,NA,1,0,0.2284,2
" -UWJsbJL8Do","2020-09-20",NA,0,NA,0,0,1e-04,1
" -UWJsbJL8Do","2020-09-21",NA,0,NA,0,0,0.1093,2
" -UWJsbJL8Do","2020-09-22",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-23",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-24",NA,0,NA,0,0,0.3311,2
" -UWJsbJL8Do","2020-09-25",NA,0,NA,0,0,0.0997,2
" -UWJsbJL8Do","2020-09-26",NA,0,NA,0,0,0.1719,3
" -UWJsbJL8Do","2020-09-27",NA,0,NA,0,0,0.3244,2
" -UWJsbJL8Do","2020-09-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-29",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-09-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-01",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-02",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-07",NA,0,NA,0,0,0.0071,1
" -UWJsbJL8Do","2020-10-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-09",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-11",NA,0,NA,0,0,0.071,1
" -UWJsbJL8Do","2020-10-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-13",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-15",NA,0,NA,1,0,0.1631,1
" -UWJsbJL8Do","2020-10-16",NA,0,NA,0,0,0.1583,2
" -UWJsbJL8Do","2020-10-17",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-19",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-22",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-23",NA,0,NA,0,0,0.0579,1
" -UWJsbJL8Do","2020-10-24",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-25",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-26",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-27",NA,0,NA,0,0,0.0815,1
" -UWJsbJL8Do","2020-10-28",NA,0,NA,0,0,0.1663,2
" -UWJsbJL8Do","2020-10-29",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-10-31",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-01",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-02",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-06",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-07",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-09",NA,0,NA,0,1,0.0301,2
" -UWJsbJL8Do","2020-11-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-11",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-12",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-13",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-14",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-15",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-16",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-17",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-18",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-19",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-20",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-21",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-22",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-23",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-24",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-25",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-26",NA,0,NA,-1,0,0.1424,2
" -UWJsbJL8Do","2020-11-27",NA,0,NA,0,0,0.1631,1
" -UWJsbJL8Do","2020-11-28",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-29",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-11-30",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-01",NA,0,NA,0,0,0.0795,1
" -UWJsbJL8Do","2020-12-02",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-03",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-04",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-05",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-06",NA,0,NA,0,0,0.0206,1
" -UWJsbJL8Do","2020-12-07",NA,0,NA,1,0,0.0815,1
" -UWJsbJL8Do","2020-12-08",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-09",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-10",NA,0,NA,0,0,0,0
" -UWJsbJL8Do","2020-12-11",NA,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-01",0,1,NA,3,0,0.2174,13
" -vyzTpwd4Jw","2020-04-02",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-03",0,0,NA,0,0,0.0345,1
" -vyzTpwd4Jw","2020-04-04",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-05",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-06",0,0,NA,0,0,0,2
" -vyzTpwd4Jw","2020-04-07",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-08",0,0,NA,0,1,0.0128,1
" -vyzTpwd4Jw","2020-04-09",0,0,NA,1,0,0.0221,2
" -vyzTpwd4Jw","2020-04-10",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-11",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-12",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-13",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-14",0,0,NA,0,0,0.0578,2
" -vyzTpwd4Jw","2020-04-15",0,0,NA,0,0,0.0255,1
" -vyzTpwd4Jw","2020-04-16",0,0,NA,0,1,0.136,6
" -vyzTpwd4Jw","2020-04-17",0,0,NA,0,0,0.0753,6
" -vyzTpwd4Jw","2020-04-18",0,0,NA,0,0,0.0027,2
" -vyzTpwd4Jw","2020-04-19",0,0,NA,0,0,0.0214,1
" -vyzTpwd4Jw","2020-04-20",0,0,NA,0,0,0.0922,6
" -vyzTpwd4Jw","2020-04-21",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-22",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-23",0,0,NA,0,0,0.02,2
" -vyzTpwd4Jw","2020-04-24",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-25",0,0,NA,1,0,0.0105,2
" -vyzTpwd4Jw","2020-04-26",0,0,NA,1,0,0.0916,2
" -vyzTpwd4Jw","2020-04-27",0,0,NA,0,0,0.0311,3
" -vyzTpwd4Jw","2020-04-28",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-04-29",0,0,NA,0,0,0.012,1
" -vyzTpwd4Jw","2020-04-30",0,0,NA,0,0,0.0453,2
" -vyzTpwd4Jw","2020-05-01",0,0,NA,0,0,0.0636,3
" -vyzTpwd4Jw","2020-05-02",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-03",0,0,NA,0,0,0.0378,2
" -vyzTpwd4Jw","2020-05-04",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-05",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-06",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-07",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-08",0,0,NA,1,0,0.0714,5
" -vyzTpwd4Jw","2020-05-09",0,0,NA,2,0,0.0649,4
" -vyzTpwd4Jw","2020-05-10",0,0,NA,0,0,9e-04,1
" -vyzTpwd4Jw","2020-05-11",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-12",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-13",0,0,NA,0,0,0.0057,1
" -vyzTpwd4Jw","2020-05-14",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-15",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-16",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-17",0,0,NA,0,0,0.0155,2
" -vyzTpwd4Jw","2020-05-18",0,0,NA,2,0,0.0692,3
" -vyzTpwd4Jw","2020-05-19",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-20",0,0,NA,1,0,0.0238,1
" -vyzTpwd4Jw","2020-05-21",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-22",0,0,NA,0,0,0.0175,1
" -vyzTpwd4Jw","2020-05-23",0,0,NA,0,0,0.0611,2
" -vyzTpwd4Jw","2020-05-24",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-25",0,0,NA,0,0,0.0401,3
" -vyzTpwd4Jw","2020-05-26",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-27",0,0,NA,5,0,0.2123,11
" -vyzTpwd4Jw","2020-05-28",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-05-29",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-30",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-05-31",0,0,NA,0,0,0.0299,1
" -vyzTpwd4Jw","2020-06-01",0,0,NA,1,0,0.0884,3
" -vyzTpwd4Jw","2020-06-02",0,0,NA,0,0,0.0611,2
" -vyzTpwd4Jw","2020-06-03",0,0,NA,1,0,0.0469,3
" -vyzTpwd4Jw","2020-06-04",0,0,NA,0,0,0.058,2
" -vyzTpwd4Jw","2020-06-05",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-06",0,0,NA,0,0,0.0611,2
" -vyzTpwd4Jw","2020-06-07",0,0,NA,0,0,0.0399,3
" -vyzTpwd4Jw","2020-06-08",0,0,NA,2,0,0.0517,2
" -vyzTpwd4Jw","2020-06-09",0,0,NA,0,0,0.0539,2
" -vyzTpwd4Jw","2020-06-10",0,0,NA,0,0,0.0556,2
" -vyzTpwd4Jw","2020-06-11",0,0,NA,0,0,0.0611,2
" -vyzTpwd4Jw","2020-06-12",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-13",0,0,NA,1,0,0.0548,3
" -vyzTpwd4Jw","2020-06-14",0,0,NA,1,0,0.0646,4
" -vyzTpwd4Jw","2020-06-15",0,0,NA,0,0,0.0029,1
" -vyzTpwd4Jw","2020-06-16",0,0,NA,0,0,0.0304,1
" -vyzTpwd4Jw","2020-06-17",0,0,NA,1,0,0.053,2
" -vyzTpwd4Jw","2020-06-18",0,0,NA,0,0,0.0306,1
" -vyzTpwd4Jw","2020-06-19",0,0,NA,0,0,0.0117,1
" -vyzTpwd4Jw","2020-06-20",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-21",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-06-22",0,0,NA,0,0,0.0069,1
" -vyzTpwd4Jw","2020-06-23",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-24",0,0,NA,0,0,0.1186,4
" -vyzTpwd4Jw","2020-06-25",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-26",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-06-27",0,0,NA,0,0,0.03,1
" -vyzTpwd4Jw","2020-06-28",0,0,NA,0,0,0.0304,2
" -vyzTpwd4Jw","2020-06-29",0,0,NA,0,0,0.0228,1
" -vyzTpwd4Jw","2020-06-30",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-01",0,0,NA,1,0,0.0611,3
" -vyzTpwd4Jw","2020-07-02",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-03",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-04",0,0,NA,0,0,0.0306,1
" -vyzTpwd4Jw","2020-07-05",0,0,NA,0,0,0.0274,1
" -vyzTpwd4Jw","2020-07-06",0,0,NA,0,0,0.0306,1
" -vyzTpwd4Jw","2020-07-07",0,0,NA,1,0,0.0803,5
" -vyzTpwd4Jw","2020-07-08",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-09",0,0,NA,0,0,0.0329,1
" -vyzTpwd4Jw","2020-07-10",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-07-11",0,0,NA,1,0,0.058,2
" -vyzTpwd4Jw","2020-07-12",0,0,NA,0,0,5e-04,1
" -vyzTpwd4Jw","2020-07-13",0,0,NA,1,0,0.0616,3
" -vyzTpwd4Jw","2020-07-14",0,0,NA,0,0,0.0472,2
" -vyzTpwd4Jw","2020-07-15",0,0,NA,0,0,0.0013,1
" -vyzTpwd4Jw","2020-07-16",0,0,NA,0,0,0.0064,1
" -vyzTpwd4Jw","2020-07-17",0,0,NA,0,0,0.0288,1
" -vyzTpwd4Jw","2020-07-18",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-07-19",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-20",0,0,NA,1,0,0.0578,2
" -vyzTpwd4Jw","2020-07-21",0,0,NA,0,0,0.0219,1
" -vyzTpwd4Jw","2020-07-22",0,0,NA,0,0,0.0497,2
" -vyzTpwd4Jw","2020-07-23",0,0,NA,0,0,0.0305,1
" -vyzTpwd4Jw","2020-07-24",0,0,NA,0,0,0.0148,2
" -vyzTpwd4Jw","2020-07-25",0,0,NA,0,0,0,0
" -vyzTpwd4Jw","2020-07-26",0,0,NA,0,0,0,0
