Intercept,age,offensiveTRUE,height,games,goals,assists,contract.expires,yellow,current.leagueLaLiga,current.leagueLigue 1,current.leagueOther,current.leaguePremier League,current.leagueSerie A,
11.935597411,-0.058800602,-0.167956847,0.011825006,0.020423041,0.005662866,0.022764411,0.214688611,0.005394128,-0.055279253,0.034185375,-1.082218790,0.475246363,0.014321501 
